Sample ID,Phase ID,Grain ID,Mineralized,Al,V ,Cr,Fe,Zr,Nb,Sn,Hf,Ta,W
185950,Anatase,R5gr35,unmin,690,208,18.5,1115,4,2010,15.4,0.31,84,17.90
185950,Anatase,R5gr35,unmin,457,173,19.6,1240,82,1817,10.5,1.50,63,38.00
185950,Anatase,R6gr38,unmin,404,496,11.5,839,1,1692,17.6,bdl,82,16.74
185950,Anatase,R6gr38,unmin,32,109,6.0,108,3,1474,2.5,0.19,129,3.07
185950,Anatase,R6gr37,unmin,152,624,7.6,339,13,1299,7.8,0.36,124,6.50
185950,Anatase,R6gr37,unmin,563,1265,18.8,803,9,1659,13.0,0.19,87,6.12
185950,Anatase,R6gr35,unmin,428,157,9.3,2690,20,5600,10.2,0.44,365,6.37
185950,Anatase,R6gr33,unmin,175,223,6.0,368,7,1875,5.7,0.27,118,6.45
185950,Anatase,R6gr33,unmin,239,496,5.8,685,2,1451,21.7,bdl,86,1.44
185950,Anatase,R6gr33,unmin,389,367,8.3,854,2,1591,13.6,0.11,97,1.65
185950,Anatase,R6gr31,unmin,287,345,5.7,662,3,1315,13.9,0.12,60,4.67
185950,Anatase,R6gr29,unmin,318,363,9.0,1510,2,1566,11.7,0.12,80,2.82
185950,Anatase,R6gr28,unmin,1198,462,9.2,1252,3,1502,13.1,0.29,78,4.43
185950,Anatase,R6gr27,unmin,613,1246,32.4,962,3,1364,10.6,0.18,56,3.70
185950,Anatase,R6gr26,unmin,393,581,8.6,1228,2,1302,14.7,0.17,61,3.18
185950,Anatase,R6gr25,unmin,3470,243,13.9,3680,510,1025,3.3,11.50,74,104.00
185950,Anatase,R6gr24,unmin,175,688,10.6,450,4,1232,15.3,0.13,69,5.70
185950,Anatase,R6gr23,unmin,835,512,15.2,987,3,1480,12.1,0.12,74,4.22
185950,Anatase,R6gr22,unmin,217,708,10.2,720,7,1021,16.4,0.26,51,7.02
185950,Anatase,R6gr21,unmin,309,142,7.3,1014,1,2030,5.2,bdl,71,1.94
185950,Anatase,R6gr21,unmin,203,176,7.6,882,2,1711,9.3,bdl,78,1.25
185950,Anatase,R6gr20,unmin,176,238,10.8,505,2,2240,10.6,0.10,107,2.64
185950,Brookite,R1gr11,unmin,4370,195,11.7,7540,6,3100,8.6,0.21,136,3.06
185950,Brookite,R1gr11,unmin,5400,174,12.4,8390,209,3210,9.0,3.66,141,2.83
185950,Brookite,R1gr11,unmin,7270,168,12.3,7020,5,3170,7.3,0.40,168,2.36
185950,Brookite,R1gr11,unmin,6510,200,12.9,7280,9,3060,9.7,0.32,165,2.02
185950,Brookite,R1gr13,unmin,5840,356,17.0,3680,3,1789,10.9,bdl,104,5.21
185950,Brookite,R1gr13,unmin,5030,558,17.1,4410,2,1519,16.8,0.16,95,7.13
185950,Brookite,R1gr13,unmin,6070,349,16.6,3600,2,1751,11.4,0.13,106,5.50
185950,Brookite,R1gr19,unmin,2140,391,15.8,5420,20,1200,27.0,0.36,91,3.98
185950,Brookite,R1gr19,unmin,3850,410,25.7,4040,7,1582,20.0,0.39,100,6.45
185950,Brookite,R1gr19,unmin,2439,298,15.1,3850,6,1821,9.8,0.33,112,9.93
185950,Brookite,R1gr22,unmin,1493,476,6.5,5670,3,630,21.1,0.18,40,2.68
185950,Brookite,R1gr22,unmin,1920,744,5.8,4280,6,746,25.1,0.20,38,7.37
185950,Brookite,R1gr22,unmin,5550,361,8.4,2826,3,997,10.1,0.17,56,3.20
185950,Brookite,R2gr33,unmin,13230,171,11.0,27800,20,2750,17.0,0.41,132,68.10
185950,Brookite,R1gr37,unmin,4990,585,25.2,3830,8,1585,9.7,0.29,69,4.44
185950,Brookite,R1gr37,unmin,5350,356,17.1,3190,3,2130,6.6,0.09,85,7.52
185950,Brookite,R1gr37,unmin,2740,940,15.2,4970,8,1429,17.8,0.22,68,12.40
185950,Brookite,R1gr37,unmin,6060,364,17.8,3710,3,1823,7.5,0.20,80,5.05
185950,Brookite,R1gr39,unmin,1265,124,6.4,9190,11,3050,11.3,0.35,276,9.20
185950,Brookite,R2gr30,unmin,3980,77,34.8,1412,24,8460,9.3,0.49,390,7.94
185950,Brookite,R2gr30,unmin,2790,163,26.4,5810,260,7590,15.4,3.30,383,35.60
185950,Brookite,R2gr24,unmin,3000,229,16.3,5260,213,1640,11.1,2.83,91,3.98
185950,Brookite,R2gr22,unmin,4400,87,8.8,1468,2,3410,10.8,0.15,187,3.85
185950,Brookite,R2gr18,unmin,5270,187,29.9,5070,5,3710,11.5,0.32,207,4.58
185950,Brookite,R2gr18,unmin,4830,205,34.7,5490,9,3400,15.5,0.24,188,8.90
185950,Brookite,R2gr10,unmin,4184,462,7.9,5380,3,1138,11.4,0.22,82,4.17
185950,Brookite,R2gr8,unmin,6100,81,10.8,25000,1020,3050,9.7,15.40,145,190.00
185950,Brookite,R3gr2,unmin,2740,426,10.4,5690,3,1380,9.6,bdl,74,6.80
185950,Brookite,R3gr2,unmin,5990,282,12.9,3660,2,1642,5.8,bdl,86,4.64
185950,Brookite,R3gr13,unmin,6200,142,21.7,4010,3,9040,7.8,0.15,619,6.98
185950,Brookite,R3gr13,unmin,709,235,9.1,7040,5,5520,23.5,0.26,248,7.44
185950,Brookite,R3gr13,unmin,792,169,10.2,8060,4,4290,12.3,0.16,301,2.59
185950,Brookite,R3gr13,unmin,826,149,7.6,8120,2,3790,12.8,bdl,262,2.80
185950,Brookite,R3gr20,unmin,6320,195,17.5,5760,5,4010,10.9,0.15,269,2.95
185950,Brookite,R3gr20,unmin,2220,237,11.1,5990,2,3670,15.2,0.22,212,6.53
185950,Brookite,R3gr20,unmin,3658,220,10.3,6040,2,4120,14.1,0.21,231,5.31
185950,Brookite,R3gr31,unmin,5980,45,16.5,5270,2,7020,12.2,bdl,412,4.35
185950,Brookite,R3gr31,unmin,7280,73,19.9,3669,1,7090,10.7,bdl,395,6.31
185950,Brookite,R3gr32,unmin,2540,281,5.6,4170,8,2110,7.1,0.30,80,9.82
185950,Brookite,R3gr32,unmin,6240,253,10.9,3458,3,1750,9.6,0.12,89,3.71
185950,Brookite,R4gr36,unmin,5190,367,8.7,5370,2,1281,20.9,0.30,76,5.00
185950,Brookite,R4gr32,unmin,5550,407,21.4,41700,193,1506,18.8,2.75,55,1220.00
185950,Brookite,R4gr31,unmin,2450,619,9.4,3440,2,1297,18.1,0.15,56,9.48
185950,Brookite,R4gr31,unmin,1254,507,5.7,5960,2,874,20.2,0.17,58,4.00
185950,Brookite,R4gr31,unmin,3510,409,9.4,3390,3,1407,15.9,0.22,69,4.62
185950,Brookite,R4gr31,unmin,716,477,6.1,6810,3,686,18.9,0.13,44,2.92
185950,Brookite,R4gr28,unmin,4580,140,9.8,6630,2,4970,13.1,bdl,424,2.07
185950,Brookite,R4gr23,unmin,5390,440,8.3,3720,28,1451,11.1,0.63,91,7.48
185950,Brookite,R4gr23,unmin,1900,769,5.5,4460,2,1174,22.7,0.17,55,10.42
185950,Brookite,R4gr23,unmin,3970,375,6.6,4150,4,1753,8.7,0.27,73,9.10
185950,Brookite,R4gr23,unmin,6260,273,9.3,3034,2,1644,7.8,0.13,97,3.68
185950,Brookite,R4gr14,unmin,6890,130,11.3,6100,46,7870,11.6,1.02,578,6.25
185950,Brookite,R4gr14,unmin,5120,83,9.1,5240,3,8990,6.5,0.11,589,38.00
185950,Brookite,R4gr11,unmin,2960,131,2.6,6560,8,1252,37.1,0.30,77,1.64
185950,Brookite,R4gr7,unmin,3720,525,6.0,5350,3,1417,17.5,0.21,61,6.72
185950,Brookite,R4gr7,unmin,2460,552,4.0,5190,2,1209,17.1,0.19,49,6.56
185950,Brookite,R4gr3,unmin,5950,295,7.4,3090,11,1099,8.6,0.26,61,2.58
185950,Brookite,R4gr3,unmin,5380,276,6.4,2082,2,1077,10.4,0.12,59,2.97
185950,Brookite,R5gr3,unmin,3930,238,15.3,5820,2,5020,18.1,0.15,290,4.44
185950,Brookite,R5gr3,unmin,4510,238,15.6,5490,19,5240,16.5,0.42,300,4.84
185950,Brookite,R5gr6,unmin,553,452,10.9,7780,4,772,19.6,0.20,46,2.80
185950,Brookite,R5gr8,unmin,2590,584,11.4,5410,3,783,22.4,0.20,38,15.70
185950,Brookite,R5gr12,unmin,6060,322,10.8,5510,4,2790,11.8,0.23,142,4.97
185950,Brookite,R5gr12,unmin,2880,296,6.9,5960,4,2270,14.0,0.21,123,4.87
185950,Brookite,R5gr14,unmin,8060,112,18.5,9140,3,4550,8.8,0.15,329,11.90
185950,Brookite,R5gr14,unmin,2460,96,7.5,5820,6,6020,5.4,0.14,364,6.97
185950,Brookite,R5gr14,unmin,4370,117,13.7,6680,3,5420,7.8,0.13,311,22.10
185950,Brookite,R5gr19,unmin,3430,645,12.5,5590,4,1529,15.8,0.13,64,3.20
185950,Brookite,R5gr22,unmin,2543,702,13.2,6180,5,1076,18.4,0.52,66,5.96
185950,Brookite,R5gr22,unmin,5550,731,20.0,5190,6,1460,16.1,0.49,80,15.00
185950,Brookite,R5gr23,unmin,6240,397,10.3,3110,13,1252,11.2,0.29,67,2.55
185950,Brookite,R5gr23,unmin,5330,451,8.9,3920,2,1184,22.0,0.19,69,16.30
185950,Brookite,R5gr23,unmin,6410,377,13.1,3120,2,1301,10.9,0.22,71,2.48
185950,Brookite,R5gr26,unmin,7260,286,24.5,3630,3,1727,8.1,0.10,89,4.32
185950,Brookite,R5gr26,unmin,6690,358,17.8,4720,7,1476,9.7,0.16,90,4.20
185950,Brookite,R5gr30,unmin,6960,304,15.5,4330,3,1650,10.3,0.27,84,22.20
185950,Brookite,R5gr30,unmin,3520,404,17.5,5140,6,1420,17.4,0.26,65,2.66
185950,Brookite,R5gr30,unmin,3580,162,8.6,4230,3,1699,8.3,bdl,83,2.66
185950,Brookite,R5gr31,unmin,2260,130,8.1,10110,1,3380,15.7,bdl,155,8.17
185950,Brookite,R5gr31,unmin,804,100,6.6,10880,70,2060,13.0,1.14,115,13.80
185950,Brookite,R6gr36,unmin,2145,173,9.8,5960,4,5390,19.7,0.31,252,5.44
185950,Brookite,R6gr36,unmin,7160,83,10.5,4283,4,6660,8.8,0.29,393,3.52
185950,Brookite,R6gr32,unmin,739,824,9.4,5710,3,1090,53.2,0.28,50,12.75
185950,Brookite,R6gr32,unmin,2695,570,10.8,5800,5,1761,17.0,0.28,84,6.80
185950,Brookite,R6gr32,unmin,4750,451,9.0,5210,4,1733,17.7,0.22,99,7.07
185950,Brookite,R6gr30,unmin,2320,307,17.5,14530,6,1659,6.8,0.34,78,5.29
GP05,Rutile,GP05-rt7-1,min,79,938,962,14570,424,23840,1851.0,39.00,178,1650
GP05,Rutile,GP05-rt7-2,min,198,1627,1043,26000,412,53700,2085.0,55.80,8710,4150
GP05,Rutile,GP05-rt11-2a,min,81,905,960,13080,412,21800,1662.0,40.00,188,1334
GP05,Rutile,GP05-rt7-3,min,136,1175,696,20400,312,31800,2057.0,35.30,3160,6740
GP05,Rutile,GP05-rt11-3a,min,116,1026,816,18500,394,24000,1834.0,43.60,3020,4870
GP05,Rutile,GP05-rt7-4,min,169,1427,850,22300,391,41100,2087.0,64.30,4380,4200
GP05,Rutile,GP05-rt7-5,min,147,1324,973,19820,408,37100,1984.0,58.40,4520,5350
GP05,Rutile,GP05-rt7-6,min,79,1565,490,9040,301,15600,1848.0,43.10,318,3960
GP05,Rutile,GP05-rt8-1,min,184,1996,680,13210,347,26900,2330.0,40.60,590,4420
GP05,Rutile,GP05-rt8-2,min,105,1760,660,11390,328,20200,1719.0,45.90,316,2350
GP05,Rutile,GP05-rt8-3,min,149,1980,680,13000,333,27000,1632.0,36.90,474,3010
GP05,Rutile,GP05-rt8-4,min,180,1724,693,12000,397,22700,1815.0,37.30,135,2260
GP05,Rutile,GP05-rt8-5,min,133,1201,778,14380,308,28000,1799.0,34.80,576,2760
GP05,Rutile,GP05-rt8-6,min,140,1304,856,13000,389,26100,2137.0,35.80,451,3430
GP05,Rutile,GP05-rt9-1,min,191,1515,1043,18150,483,36700,2267.0,43.50,507,6200
GP05,Rutile,GP05-rt9-2,min,271,2282,608,35500,402,78800,2470.0,50.10,5620,4120
GP05,Rutile,GP05-rt9-3,min,134,811,641,10540,379,20500,1559.0,33.40,330,1380
GP05,Rutile,GP05-rt9-4,min,164,934,836,12610,426,25000,1801.0,39.50,179,2290
GP05,Rutile,GP05-rt9-5,min,213,1286,854,21600,345,45200,2010.0,38.70,1870,2930
GP05,Rutile,GP05-rt9-6,min,304,1555,350,30400,254,61900,1980.0,26.20,14840,1271
GP05,Rutile,GP05-rt9-7,min,405,1174,452,25500,338,43000,1920.0,32.30,10900,2770
GP05,Rutile,GP05-rt9-9,min,325,1870,912,21900,583,40600,1709.0,47.10,1290,2790
GP05,Rutile,GP05-rt11-1,min,200,1684,831,18520,447,38900,1794.0,34.30,1016,2510
GP05,Rutile,GP05-rt11-2,min,240,1330,662,14640,509,24500,1610.0,36.40,470,3220
GP05,Rutile,GP05-rt11-3,min,202,1003,564,13730,431,16400,1620.0,24.20,307,3040
GP06,Rutile,GP06-rt6-1,min,250,1766,459,14190,366,31200,1517.0,29.50,742,1835
GP06,Rutile,GP06-rt6-2,min,222,2430,175,22600,397,47000,1709.0,33.40,4450,2260
GP06,Rutile,GP06-rt6-3,min,147,1510,291,10040,546,19400,2430.0,31.50,588,2680
GP06,Rutile,GP06-rt6-4,min,217,3120,558,24300,379,63200,2321.0,40.30,2890,2200
GP06,Rutile,GP06-rt7-1,min,182,2021,327,16360,387,37300,1485.0,32.00,2390,3170
GP06,Rutile,GP06-rt7-2,min,171,1814,250,13960,350,27100,2160.0,28.50,3160,5440
GP06,Rutile,GP06-rt7-3,min,250,3080,342,30600,780,68800,2520.0,107.00,9390,5740
GP06,Rutile,GP06-rt7-4,min,267,1923,199,17110,425,32700,2060.0,46.30,1298,4520
GP06,Rutile,GP06-rt7-5,min,204,2062,174,15460,406,30910,1976.0,43.20,2185,5710
GP06,Rutile,GP06-rt7-6,min,231,1920,110,17200,418,28200,2009.0,42.90,2660,8900
GP06,Rutile,GP06-rt10-1,min,514,1552,92,21600,890,41400,1369.0,49.30,3960,2100
GP06,Rutile,GP06-rt10-2,min,213,1382,51,18750,360,31400,1944.0,26.40,11050,4560
GP06,Rutile,GP06-rt10-3,min,325,1875,94,27830,435,61100,1704.0,38.70,7950,2720
GP06,Rutile,GP06-rt10-4,min,204,1450,156,19390,364,35200,1856.0,28.30,10760,3800
GP06,Rutile,GP06-rt10-5,min,230,1953,86,24260,354,54600,1593.0,24.60,7050,2380
GP06,Rutile,GP06-rt12-1,min,204,1885,312,20530,399,43000,1648.0,28.20,8400,2890
GP06,Rutile,GP06-rt12-2,min,190,1812,97,16510,374,34200,1634.0,26.20,2660,3940
GP06,Rutile,GP06-rt12-5,min,333,4210,361,40900,686,105600,2150.0,47.30,6140,3530
GP06,Rutile,GP06-rt12-6,min,187,1974,378,15610,460,36200,1373.0,30.00,338,1940
GP06,Rutile,GP06-rt13-1,min,187,3170,283,19960,391,45200,1563.0,27.30,4530,2990
GP06,Rutile,GP06-rt13-2,min,213,3196,219,22810,413,50500,1514.0,27.80,3740,2240
GP06,Rutile,GP06-rt13-3,min,195,2869,247,18700,275,42300,2018.0,22.30,2710,2800
GP06,Rutile,GP06-rt16-1,min,150,986,181,14340,403,24260,1198.0,24.50,1166,5560
GP06,Rutile,GP06-rt16-2,min,167,947,102,12580,354,21460,1612.0,22.70,2270,2300
GP06,Rutile,GP06-rt16-3,min,341,1829,111,30540,568,65700,1734.0,51.80,3820,4450
GP06,Rutile,GP06-rt16-4,min,121,633,46,12000,421,9670,1760.0,25.60,324,4170
GP06,Rutile,GP06-rt16-5,min,254,1402,60,23600,363,41700,1565.0,26.70,3420,2800
GP06,Rutile,GP06-rt16-6,min,316,1826,68,29300,453,67400,1684.0,32.40,4210,1810
GP06,Rutile,GP06-rt16-7,min,346,1783,96,28550,456,63800,1667.0,30.80,4020,1929
GP06,Rutile,GP06-rt16-8,min,177,1306,205,17530,417,34100,1459.0,31.90,2590,5370
GP06,Rutile,GP06-rt18-1,min,152,1890,70,13950,376,25000,1810.0,35.70,2840,8650
GP06,Rutile,GP06-rt18-2,min,138,1676,89,11840,387,22700,1480.0,28.00,1300,3180
GP06,Rutile,GP06-rt18-3,min,183,2283,103,17920,402,39100,1464.0,30.10,3290,2530
GP06,Rutile,GP06-rt18-4,min,131,2203,687,2410,220,4960,302.0,10.10,84,1740
GP06,Rutile,GP06-rt22-1,min,315,2987,171,39200,650,91400,1959.0,126.00,16340,4490
GP06,Rutile,GP06-rt22-2,min,278,2132,115,24270,596,53000,2032.0,131.00,4750,6420
GP06,Rutile,GP06-rt22-3,min,127,1057,74,9260,263,13670,1743.0,23.80,649,9680
GP06,Rutile,GP06-rt22-4,min,161,1515,88,13790,419,25500,1815.0,44.60,1788,7120
GP06,Rutile,GP06-rt22-5,min,198,1893,87,18790,367,38000,1640.0,41.00,3050,8130
GP06,Rutile,GP06-rt22-6,min,349,2569,128,26860,485,62600,1680.0,51.10,6950,4440
GP06,Rutile,GP06-rt22-7,min,91,935,57,5900,182,6690,1163.0,12.50,472,8170
GP06,Rutile,GP06-rt22-8,min,280,3203,138,32700,513,75600,1786.0,55.50,9580,5380
GP06,Rutile,GP06-rt23-1,min,136,961,75,13680,350,23300,1943.0,29.60,4620,5320
GP06,Rutile,GP06-rt23-2,min,165,1010,104,14990,351,26200,1759.0,25.10,4500,7960
GP06,Rutile,GP06-rt23-3,min,217,1322,92,22500,387,43700,1469.0,34.70,6170,2660
GP06,Rutile,GP06-rt23-4,min,103,529,55,5950,329,7740,1740.0,18.40,218,3360
GP06,Rutile,GP06-rt23-5,min,172,1041,87,16040,304,27900,1641.0,29.20,7110,3450
GP06,Rutile,GP06-rt23-6,min,197,1140,67,18830,395,35800,1656.0,29.20,5180,4650
GP06,Rutile,GP06-rt23-7,min,219,1181,80,19580,386,39000,1513.0,31.50,4000,2810
GP07,Rutile,GP07-rt3-1,min,71,430,174,14170,199,19020,1950.0,18.90,1840,15080
GP07,Rutile,GP07-rt3-2,min,54,419,213,11170,120,12030,1960.0,6.60,1024,14990
GP07,Rutile,GP07-rt3-3,min,66,517,202,13360,206,18910,1939.0,14.90,1963,12120
GP07,Rutile,GP07-rt3-4,min,92,526,212,14640,201,20590,1991.0,16.40,2049,14150
GP07,Rutile,GP07-rt3-5,min,64,415,147,13430,221,18100,2060.0,18.30,1610,14000
GP07,Rutile,GP07-rt5-1,min,47,249,146,7990,84,7520,2590.0,3.67,619,8940
GP07,Rutile,GP07-rt5-2,min,46,269,133,8900,71,5120,2590.0,4.30,318,23620
GP07,Rutile,GP07-rt8-2,min,67,327,172,9780,100,10870,1915.0,4.70,1105,10280
GP07,Rutile,GP07-rt8-3,min,55,435,201,11070,106,11320,1967.0,6.13,871,15700
GP07,Rutile,GP07-rt8-4,min,61,488,210,13960,177,19400,1678.0,14.50,1917,11430
GP07,Rutile,GP07-rt8-5,min,55,402,206,11630,117,12090,2020.0,8.70,1136,17600
GP07,Rutile,GP07-rt8-6,min,54,299,137,7770,77,8080,2033.0,3.15,837,6560
GP07,Rutile,GP07-rt8-7,min,460,519,162,17300,169,25000,2000.0,12.90,2420,16300
GP07,Rutile,GP07-rt9-1,min,95,896,234,16050,154,29100,1495.0,15.00,2077,5030
GP07,Rutile,GP07-rt9-2,min,34,536,203,8420,240,8900,1610.0,18.90,727,9090
GP07,Rutile,GP07-rt10-1,min,37,327,55,9450,217,10930,1037.0,14.90,1025,6800
GP07,Rutile,GP07-rt10-2,min,61,295,46,8920,199,10410,943.0,12.90,1000,4930
GP07,Rutile,GP07-rt10-3,min,48,313,55,9710,159,11790,1082.0,11.40,1246,4150
GP07,Rutile,GP07-rt10-4,min,54,319,61,9820,295,11540,1105.0,17.10,1123,4800
GP07,Rutile,GP07-rt10-5,min,98,725,117,29900,284,56400,1287.0,18.20,5450,2370
GP07,Rutile,GP07-rt12-1,min,98,323,200,13050,194,18500,2148.0,13.40,1690,10500
GP07,Rutile,GP07-rt12-2,min,58,434,682,12650,169,16200,2140.0,12.90,1570,12670
GP07,Rutile,GP07-rt13-1,min,800,325,115,11000,129,11090,1870.0,8.60,1310,12700
GP07,Rutile,GP07-rt13-3,min,190,397,122,12100,181,14000,1552.0,16.50,1930,10500
GP07,Rutile,GP07-rt15-1,min,98,309,112,7050,160,6360,1890.0,14.10,685,6530
GP07,Rutile,GP07-rt15-2,min,55,362,118,9450,167,12200,1667.0,13.60,1055,6910
GP07,Rutile,GP07-rt15-3,min,1000,244,109,5230,95,4320,1279.0,6.86,419,3560
GP07,Rutile,GP07-rt15-4,min,37,462,131,9590,124,11900,1805.0,10.70,1080,7470
GP07,Rutile,GP07-rt15-5,min,41,373,97,6730,68,5780,1888.0,7.80,719,5180
GP07,Rutile,GP07-rt15-6,min,44,412,109,7750,87,7310,1888.0,7.30,765,7800
GP07,Rutile,GP07-rt15-7,min,155,519,103,10800,64,9100,1924.0,5.34,1221,15220
GP07,Rutile,GP07-rt15-8,min,40,447,108,8380,153,9150,1899.0,14.40,1052,6160
GP07,Rutile,GP07-rt16-1,min,272,2119,95,62600,745,140600,3430.0,63.10,29400,8190
GP07,Rutile,GP07-rt16-5,min,256,2096,137,62100,668,132400,3430.0,48.70,40100,6160
GP07,Rutile,GP07-rt16-6,min,273,2207,129,61600,657,144300,2714.0,49.50,29800,4030
GP07,Rutile,GP07-rt16-7,min,266,1695,83,65000,829,144500,3290.0,65.00,30500,5130
GP07,Rutile,GP07-rt19-1,min,53,397,130,12390,160,20300,1471.0,11.20,1922,2820
GP07,Rutile,GP07-rt19-2,min,52,433,120,14240,160,23850,1687.0,12.90,1990,4330
GP07,Rutile,GP07-rt19-3,min,52,335,114,10790,129,17160,1599.0,10.20,1388,3190
GP07,Rutile,GP07-rt22-1,min,96,527,93,14400,774,24600,1339.0,40.30,2560,3350
GP07,Rutile,GP07-rt22-2,min,880,333,86,8040,196,7750,1315.0,10.90,510,6410
GP07,Rutile,GP07-rt21-1,min,150,1548,305,36000,369,81000,2068.0,33.60,11080,3600
GP07,Rutile,GP07-rt21-2,min,265,2369,240,47000,464,107200,2555.0,38.00,13860,4240
GP07,Rutile,GP07-rt21-3,min,218,1862,281,33100,402,71100,2164.0,42.10,9990,3750
GP07,Rutile,GP07-rt21-4,min,398,3250,201,57100,499,136300,2490.0,41.50,15780,4110
GP07,Rutile,GP07-rt21-5,min,320,2630,242,39460,474,85300,1853.0,41.40,13310,2625
GP07,Rutile,GP07-rt21-6,min,338,2611,211,38200,469,83600,2110.0,39.00,14360,3920
GP07,Rutile,GP07-rt21-7,min,328,2708,263,40600,477,89800,2302.0,38.40,14440,3840
GP07,Rutile,GP07-rt21-8,min,266,2274,226,32200,451,68000,1813.0,40.10,14180,3480
GP07,Rutile,GP07-rt21-9,min,278,2053,258,36900,461,78600,2045.0,38.60,14500,4710
GP07,Rutile,GP07-rt23-1,min,69,339,113,13640,122,21710,1347.0,9.30,2300,4650
GP07,Rutile,GP07-rt23-2,min,900,278,90,9280,625,12170,1027.0,25.40,837,3650
GP07,Rutile,GP07-rt23-3,min,40,374,101,9710,75,15700,724.0,3.50,1530,820
GP07,Rutile,GP07-rt23-4,min,94,226,105,8760,127,9310,1448.0,6.20,970,5330
GP07,Rutile,GP07-rt23-5,min,57,459,115,13400,185,22200,780.0,11.10,2140,1811
GP07,Rutile,GP07-rt23-6,min,90,538,139,19800,193,37000,957.0,14.10,8010,1950
GP07,Rutile,GP07-rt25-1,min,30,339,185,5880,178,6320,1451.0,12.20,699,2861
GP07,Rutile,GP07-rt25-2,min,39,432,186,8700,188,9700,1613.0,11.70,957,5730
GP07,Rutile,GP07-rt25-3,min,56,380,193,8930,188,11590,1326.0,13.20,1440,3060
GP07,Rutile,GP07-rt25-4,min,40,213,172,8710,157,10820,1384.0,9.30,1143,3879
GP07,Rutile,GP07-rt25-5,min,38,205,175,7770,134,7800,1960.0,8.80,926,3612
GP07,Rutile,GP07-rt26-1,min,50,370,120,9790,77,15360,676.0,5.10,1740,822
GP07,Rutile,GP07-rt26-2,min,75,540,133,17120,233,30500,1212.0,16.50,3560,3110
